shape1,shape2,iou,clip,color,edge,hash
Cook Islands,Moldova,0.657735,0.657735,0.885809,0.174822,0.59375
Croatia,Moldova,0.740642,0.740642,0.827737,0.352822,0.5625
Cuba,Moldova,0.722354,0.722354,0.91476,0.204225,0.625
Curaao,Moldova,0.725281,0.725281,0.692264,0.020076,0.53125
Denmark,Moldova,0.681318,0.681318,0.749084,0.037465,0.5625
District of Columbia,Moldova,0.55267,0.55267,0.850177,0.197827,0.5
Djibouti,Moldova,0.686726,0.686726,0.735126,0.052555,0.34375
East Timor,Moldova,0.742897,0.742897,0.73453,0.183702,0.46875
Egypt,Moldova,0.723943,0.723943,0.84454,0.321711,0.46875
Equatorial Guinea,Moldova,0.743526,0.743526,0.752833,0.191742,0.53125
Eritrea,Moldova,0.703588,0.703588,0.769885,0.032042,0.59375
Estonia,Moldova,0.616581,0.616581,0.847035,0.041535,0.53125
Finland,Moldova,0.725796,0.725796,0.925015,0.030615,0.75
Florida,Moldova,0.671205,0.671205,0.925548,0.220941,0.3125
Georgia,Moldova,0.684639,0.684639,0.839267,0.053807,0.4375
Gibraltar,Moldova,0.74961,0.74961,0.850404,0.148029,0.625
Guam,Moldova,0.7285,0.7285,0.839866,0.190195,0.71875
Guinea-Bissau,Moldova,0.720686,0.720686,0.763827,0.425839,0.59375
Heard Island and McDonald Islands,Moldova,0.654242,0.654242,0.711172,0.062823,0.5625
Hong Kong SAR,Moldova,0.658992,0.658992,0.402366,0.023492,0.46875
